Date,S&P Comp (P),Dividend (D),Earnings (E),CPI,Long Interest Rate (GS10),Real Price,Real Dividend, Real Total Return Price (diviend reinvested) ,Real Earnings,Monthly Total Bond Returns,Real Total Bond Returns,10Y Annulazied Stock Real Return,10Y Annualized Bond Real Return,Real 10Y Excess Annualized Returns
1871-01-01,4.44,0.26,0.4,12.46,5.32,112.54,6.59,112.54,10.14,1.0,1.0,0.1306,0.0925,0.0381
1871-02-01,4.5,0.26,0.4,12.84,5.32,110.69,6.4,111.22,9.84,1.0,0.97,0.1309,0.0946,0.0362
1871-03-01,4.61,0.26,0.4,13.03,5.33,111.74,6.3,112.8,9.7,1.0,0.96,0.131,0.0962,0.0348
1871-04-01,4.74,0.26,0.4,12.56,5.33,119.24,6.54,120.93,10.06,1.0,1.0,0.12210000000000001,0.091,0.0311
1871-05-01,4.86,0.26,0.4,12.27,5.33,125.1,6.69,127.44,10.3,1.0,1.03,0.1226,0.0895,0.0331
1871-06-01,4.82,0.26,0.4,12.08,5.34,126.02,6.8,128.95,10.46,1.0,1.05,0.1231,0.0877,0.0354
1871-07-01,4.73,0.26,0.4,12.08,5.34,123.67,6.8,127.13,10.46,1.0,1.06,0.12,0.0866,0.0334
1871-08-01,4.79,0.26,0.4,11.89,5.34,127.24,6.91,131.39,10.63,1.0,1.08,0.1119,0.0827,0.029300000000000003
1871-09-01,4.84,0.26,0.4,12.18,5.35,125.56,6.74,130.23,10.38,1.0,1.06,0.11,0.081,0.028999999999999998
1871-10-01,4.59,0.26,0.4,12.37,5.35,117.24,6.64,122.18,10.22,1.0,1.05,0.1148,0.0817,0.0331
1871-11-01,4.64,0.26,0.4,12.37,5.35,118.52,6.64,124.09,10.22,1.0,1.05,0.1153,0.08259999999999999,0.0327
1871-12-01,4.74,0.26,0.4,12.65,5.36,118.34,6.49,124.47,9.99,1.0,1.03,0.1121,0.085,0.0271
1872-01-01,4.86,0.26,0.4,12.65,5.36,121.34,6.57,128.19,10.05,1.0,1.04,0.10769999999999999,0.0849,0.022799999999999997
1872-02-01,4.88,0.27,0.41,12.65,5.38,121.84,6.66,129.31,10.11,1.0,1.04,0.1038,0.0839,0.019799999999999998
1872-03-01,5.04,0.27,0.41,12.84,5.4,123.97,6.64,132.16,10.02,1.0,1.03,0.1017,0.0855,0.016200000000000003
1872-04-01,5.18,0.27,0.41,13.13,5.42,124.64,6.58,133.46,9.87,1.0,1.01,0.1001,0.08689999999999999,0.0132
1872-05-01,5.18,0.28,0.41,13.13,5.43,124.64,6.66,134.05,9.93,1.0,1.01,0.0978,0.0859,0.011899999999999999
1872-06-01,5.13,0.28,0.42,13.03,5.45,124.34,6.79,134.34,10.06,1.0,1.02,0.0965,0.08410000000000001,0.0124
1872-07-01,5.1,0.28,0.42,12.84,5.47,125.44,6.97,136.16,10.27,1.0,1.04,0.1025,0.08349999999999999,0.019
1872-08-01,5.04,0.29,0.42,12.94,5.49,123.06,7.0,134.2,10.25,1.0,1.04,0.10679999999999999,0.0832,0.0236
1872-09-01,4.95,0.29,0.42,13.03,5.51,119.98,7.03,131.48,10.24,1.0,1.03,0.1137,0.087,0.026699999999999998
1872-10-01,4.97,0.29,0.43,12.75,5.53,123.16,7.27,135.63,10.53,1.0,1.06,0.10869999999999999,0.08560000000000001,0.0231
1872-11-01,4.95,0.3,0.43,13.13,5.54,119.11,7.14,131.82,10.29,1.0,1.03,0.10859999999999999,0.0898,0.018799999999999997
1872-12-01,5.07,0.3,0.43,12.94,5.56,123.79,7.32,137.68,10.5,1.0,1.05,0.1059,0.0892,0.0167
1873-01-01,5.11,0.3,0.43,12.94,5.58,124.76,7.39,139.45,10.56,1.01,1.05,0.10439999999999999,0.0891,0.0152
1873-02-01,5.15,0.31,0.44,13.23,5.57,123.03,7.29,138.19,10.39,1.01,1.03,0.1024,0.0902,0.0121
1873-03-01,5.11,0.31,0.44,13.23,5.56,122.07,7.35,137.8,10.45,1.01,1.04,0.1056,0.091,0.0146
1873-04-01,5.04,0.31,0.44,13.23,5.55,120.4,7.41,136.61,10.51,1.01,1.05,0.1104,0.09179999999999999,0.018600000000000002
1873-05-01,5.05,0.31,0.44,12.94,5.54,123.3,7.63,140.62,10.8,1.01,1.07,0.1069,0.09029999999999999,0.0166
1873-06-01,4.98,0.32,0.45,12.56,5.53,125.28,7.92,143.63,11.19,1.01,1.11,0.1093,0.09,0.019299999999999998
1873-07-01,4.97,0.32,0.45,12.56,5.53,125.02,7.99,144.1,11.26,1.01,1.12,0.11,0.092,0.018000000000000002
1873-08-01,4.97,0.32,0.45,12.56,5.52,125.02,8.05,144.88,11.32,1.01,1.12,0.1048,0.0917,0.0131
1873-09-01,4.59,0.32,0.45,12.56,5.51,115.46,8.11,134.58,11.38,1.01,1.13,0.1159,0.0926,0.0233
1873-10-01,4.19,0.33,0.46,12.27,5.5,107.85,8.37,126.52,11.71,1.01,1.16,0.1202,0.08990000000000001,0.0304
1873-11-01,4.04,0.33,0.46,11.89,5.49,107.32,8.7,126.75,12.15,1.01,1.21,0.1234,0.0873,0.0361
1873-12-01,4.42,0.33,0.46,12.18,5.48,114.66,8.56,136.26,11.93,1.01,1.18,0.11230000000000001,0.0885,0.023700000000000002
1874-01-01,4.66,0.33,0.46,12.37,5.47,119.03,8.43,142.29,11.75,1.01,1.17,0.1047,0.09,0.0147
1874-02-01,4.8,0.33,0.46,12.37,5.44,122.61,8.43,147.4,11.75,1.01,1.18,0.1043,0.08960000000000001,0.0147
1874-03-01,4.73,0.33,0.46,12.37,5.4,120.82,8.43,146.1,11.75,1.01,1.19,0.1054,0.0892,0.016200000000000003
1874-04-01,4.6,0.33,0.46,12.18,5.37,119.33,8.56,145.16,11.93,1.01,1.22,0.1039,0.0895,0.0144
1874-05-01,4.48,0.33,0.46,12.08,5.34,117.13,8.63,143.37,12.03,1.01,1.23,0.0989,0.0906,0.0084
1874-06-01,4.46,0.33,0.46,11.8,5.3,119.43,8.84,147.08,12.32,1.01,1.27,0.0922,0.0876,0.0046
1874-07-01,4.46,0.33,0.46,11.89,5.27,118.48,8.77,146.8,12.22,1.01,1.27,0.0943,0.08929999999999999,0.005
1874-08-01,4.47,0.33,0.46,11.8,5.24,119.7,8.84,149.23,12.32,1.01,1.29,0.0998,0.08810000000000001,0.011699999999999999
1874-09-01,4.54,0.33,0.46,11.8,5.2,121.58,8.84,152.49,12.32,1.01,1.3,0.09570000000000001,0.0889,0.0068000000000000005
1874-10-01,4.53,0.33,0.46,11.61,5.17,123.3,8.98,155.58,12.52,1.01,1.33,0.0917,0.08800000000000001,0.0037
1874-11-01,4.57,0.33,0.46,11.51,5.14,125.41,9.06,159.21,12.62,1.01,1.35,0.0901,0.0892,0.0009
1874-12-01,4.54,0.33,0.46,11.51,5.1,124.59,9.06,159.12,12.62,1.01,1.36,0.09179999999999999,0.0901,0.0017000000000000001
1875-01-01,4.54,0.33,0.45,11.51,5.07,124.59,8.99,160.07,12.4,1.01,1.37,0.0892,0.0897,-0.0005
1875-02-01,4.53,0.33,0.44,11.51,5.03,124.31,8.92,160.68,12.17,1.01,1.38,0.0915,0.08810000000000001,0.0034000000000000002
1875-03-01,4.59,0.32,0.44,11.51,4.99,125.96,8.85,163.76,11.94,1.01,1.39,0.0928,0.09029999999999999,0.0025
1875-04-01,4.65,0.32,0.43,11.61,4.95,126.56,8.71,165.48,11.61,1.01,1.39,0.0907,0.0895,0.0012
1875-05-01,4.47,0.32,0.42,11.32,4.91,124.73,8.86,164.05,11.67,1.01,1.43,0.0935,0.08900000000000001,0.0045000000000000005
1875-06-01,4.38,0.32,0.41,11.13,4.87,124.31,8.94,164.48,11.64,1.01,1.47,0.0959,0.0894,0.006500000000000001
1875-07-01,4.39,0.31,0.4,11.13,4.83,124.59,8.87,165.83,11.4,1.01,1.48,0.0983,0.0877,0.0105
1875-08-01,4.41,0.31,0.39,11.23,4.79,124.1,8.72,166.14,11.07,1.01,1.48,0.10460000000000001,0.0883,0.0163
1875-09-01,4.37,0.31,0.39,11.13,4.75,124.02,8.73,167.02,10.93,1.01,1.5,0.10439999999999999,0.0883,0.0161
1875-10-01,4.3,0.31,0.38,11.13,4.71,122.04,8.66,165.31,10.69,1.01,1.51,0.11230000000000001,0.08800000000000001,0.024300000000000002
1875-11-01,4.37,0.3,0.37,11.04,4.67,125.09,8.66,170.43,10.54,1.01,1.53,0.115,0.08539999999999999,0.0296
1875-12-01,4.37,0.3,0.36,10.94,4.63,126.18,8.66,172.9,10.39,1.01,1.56,0.1104,0.0816,0.0288
1876-01-01,4.46,0.3,0.35,10.85,4.59,129.91,8.74,179.0,10.29,1.0,1.58,0.10949999999999999,0.0828,0.026699999999999998
1876-02-01,4.52,0.3,0.35,10.85,4.58,131.66,8.74,182.41,10.1,1.0,1.59,0.11,0.0825,0.0275
1876-03-01,4.51,0.3,0.34,10.85,4.57,131.37,8.74,183.02,9.9,1.0,1.6,0.109,0.08349999999999999,0.0255
1876-04-01,4.34,0.3,0.33,10.75,4.56,127.53,8.82,178.7,9.79,1.0,1.62,0.1119,0.08349999999999999,0.028399999999999998
1876-05-01,4.18,0.3,0.33,10.37,4.54,127.34,9.14,179.5,9.95,1.0,1.69,0.1124,0.08199999999999999,0.0304
1876-06-01,4.15,0.3,0.32,10.09,4.53,130.0,9.4,184.36,10.02,1.0,1.74,0.1162,0.08,0.0362
1876-07-01,4.1,0.3,0.31,10.09,4.52,128.44,9.4,183.25,9.81,1.0,1.75,0.1176,0.0783,0.0393
1876-08-01,3.93,0.3,0.31,10.18,4.51,121.96,9.31,175.11,9.52,1.0,1.74,0.1225,0.07769999999999999,0.044800000000000006
1876-09-01,3.69,0.3,0.3,10.28,4.5,113.45,9.22,164.0,9.22,1.0,1.74,0.1332,0.0784,0.0548
1876-10-01,3.67,0.3,0.29,10.47,4.49,110.79,9.06,161.24,8.85,1.0,1.71,0.1384,0.0801,0.0583
1876-11-01,3.6,0.3,0.29,10.56,4.47,107.69,8.97,157.82,8.58,1.0,1.71,0.1439,0.08070000000000001,0.0632
1876-12-01,3.58,0.3,0.28,10.75,4.46,105.2,8.82,155.25,8.23,1.0,1.68,0.1418,0.081,0.0608
1877-01-01,3.55,0.29,0.28,10.94,4.45,102.5,8.4,152.3,8.13,1.0,1.66,0.1404,0.08,0.0604
1877-02-01,3.34,0.28,0.28,10.66,4.44,99.02,8.35,148.16,8.4,1.0,1.71,0.1418,0.0756,0.0661
1877-03-01,3.17,0.27,0.29,10.18,4.43,98.38,8.46,148.25,8.84,1.0,1.8,0.1447,0.0705,0.07429999999999999
1877-04-01,2.94,0.26,0.29,10.47,4.42,88.75,7.95,134.74,8.65,1.0,1.76,0.15869999999999998,0.0732,0.08560000000000001
1877-05-01,2.94,0.25,0.29,10.66,4.41,87.16,7.54,133.29,8.55,1.0,1.74,0.1623,0.0748,0.0875
1877-06-01,2.73,0.25,0.29,10.09,4.4,85.52,7.67,131.75,9.08,1.0,1.84,0.16210000000000002,0.0699,0.09210000000000002
1877-07-01,2.85,0.24,0.29,10.18,4.4,88.44,7.32,137.2,9.05,1.0,1.83,0.1563,0.07200000000000001,0.0843
1877-08-01,3.05,0.23,0.29,9.8,4.39,98.33,7.31,153.47,9.46,1.0,1.91,0.1396,0.0663,0.0732
1877-09-01,3.24,0.22,0.3,9.7,4.38,105.48,7.08,165.55,9.6,1.0,1.94,0.1313,0.0663,0.065
1877-10-01,3.31,0.21,0.3,9.7,4.37,107.76,6.78,170.01,9.66,1.0,1.95,0.1235,0.06480000000000001,0.0587
1877-11-01,3.26,0.2,0.3,9.51,4.36,108.25,6.61,171.66,9.91,1.0,2.0,0.12369999999999999,0.061200000000000004,0.0625
1877-12-01,3.25,0.19,0.3,9.51,4.35,107.92,6.31,171.97,9.96,1.0,2.0,0.1207,0.058499999999999996,0.0622
1878-01-01,3.25,0.19,0.3,9.23,4.34,111.26,6.48,178.15,10.3,1.0,2.08,0.1167,0.0538,0.063
1878-02-01,3.18,0.19,0.3,9.13,4.33,109.99,6.51,177.0,10.44,1.0,2.11,0.1185,0.053899999999999997,0.0646
1878-03-01,3.24,0.19,0.3,8.94,4.32,114.45,6.62,185.06,10.69,1.0,2.16,0.1097,0.051699999999999996,0.057999999999999996
1878-04-01,3.33,0.19,0.3,8.85,4.31,118.9,6.67,193.15,10.83,1.0,2.19,0.10710000000000001,0.0518,0.0553
1878-05-01,3.34,0.19,0.3,8.56,4.3,123.23,6.86,201.11,11.22,1.0,2.28,0.1059,0.0496,0.056299999999999996
1878-06-01,3.41,0.19,0.31,8.37,4.29,128.67,6.98,210.94,11.51,1.0,2.34,0.0989,0.048499999999999995,0.0504
1878-07-01,3.48,0.18,0.31,8.47,4.28,129.84,6.87,213.79,11.41,1.0,2.32,0.09939999999999999,0.048499999999999995,0.0509
1878-08-01,3.45,0.18,0.31,8.56,4.27,127.29,6.76,210.52,11.32,1.0,2.31,0.1038,0.049699999999999994,0.0542
1878-09-01,3.52,0.18,0.31,8.56,4.26,129.87,6.73,215.72,11.35,1.0,2.32,0.1042,0.049699999999999994,0.0546
1878-10-01,3.48,0.18,0.31,8.47,4.25,129.84,6.78,216.61,11.5,1.0,2.35,0.1023,0.0473,0.055
1878-11-01,3.47,0.18,0.31,8.37,4.24,130.94,6.82,219.39,11.67,1.0,2.39,0.0977,0.0449,0.0528
1878-12-01,3.45,0.18,0.31,8.18,4.23,133.21,6.95,224.17,11.97,1.0,2.46,0.09369999999999999,0.0425,0.051100000000000007
1879-01-01,3.58,0.18,0.32,8.28,4.22,136.64,6.93,230.91,12.05,1.0,2.44,0.0968,0.047400000000000005,0.049400000000000006
1879-02-01,3.71,0.18,0.32,8.37,4.2,139.99,6.92,237.55,12.14,1.0,2.42,0.0966,0.049699999999999994,0.046900000000000004
1879-03-01,3.65,0.19,0.33,8.28,4.19,139.31,7.06,237.39,12.5,1.0,2.46,0.09609999999999999,0.0496,0.0466
1879-04-01,3.77,0.19,0.33,8.18,4.17,145.56,7.21,249.07,12.87,1.0,2.5,0.091,0.0482,0.0429
1879-05-01,3.94,0.19,0.34,8.18,4.15,152.13,7.27,261.34,13.1,1.0,2.52,0.09179999999999999,0.0506,0.0412
1879-06-01,3.96,0.19,0.35,8.09,4.14,154.7,7.42,266.82,13.48,1.0,2.56,0.0917,0.0492,0.0426
1879-07-01,4.04,0.19,0.35,8.18,4.12,155.99,7.4,270.11,13.54,1.0,2.54,0.0885,0.050199999999999995,0.0383
1879-08-01,4.07,0.19,0.36,8.18,4.1,157.15,7.46,273.19,13.77,1.0,2.55,0.0891,0.05,0.0391
1879-09-01,4.22,0.2,0.36,8.47,4.09,157.45,7.28,274.77,13.52,1.0,2.48,0.0901,0.0521,0.038
1879-10-01,4.68,0.2,0.37,8.94,4.07,165.32,6.95,289.52,13.01,1.0,2.36,0.0828,0.057699999999999994,0.025099999999999997
1879-11-01,4.93,0.2,0.37,9.42,4.05,165.36,6.65,290.55,12.55,1.0,2.25,0.0818,0.06309999999999999,0.0187
1879-12-01,4.92,0.2,0.38,9.7,4.04,160.17,6.51,282.39,12.37,1.0,2.19,0.0833,0.0647,0.018600000000000002
1880-01-01,5.11,0.21,0.39,9.99,4.02,161.6,6.48,285.87,12.31,1.01,2.14,0.0862,0.0703,0.0159
1880-02-01,5.2,0.21,0.4,9.99,3.99,164.45,6.64,291.88,12.6,1.01,2.15,0.08310000000000001,0.0699,0.013300000000000001
1880-03-01,5.3,0.22,0.41,10.09,3.97,166.03,6.74,295.68,12.77,1.01,2.14,0.08130000000000001,0.0704,0.0108
1880-04-01,5.18,0.22,0.42,9.7,3.94,168.63,7.16,301.39,13.57,1.01,2.24,0.0818,0.0659,0.0159
1880-05-01,4.77,0.23,0.43,9.42,3.91,159.99,7.55,287.06,14.28,1.01,2.32,0.0907,0.061,0.0297
1880-06-01,4.79,0.23,0.44,9.23,3.89,163.97,7.87,295.39,14.89,1.01,2.38,0.08710000000000001,0.0584,0.0287
1880-07-01,5.01,0.24,0.44,9.23,3.86,171.51,8.04,310.16,15.21,1.01,2.39,0.0814,0.057999999999999996,0.023399999999999997
1880-08-01,5.19,0.24,0.45,9.23,3.83,177.67,8.22,322.55,15.52,1.01,2.41,0.0711,0.0538,0.0173
1880-09-01,5.18,0.25,0.46,9.32,3.81,175.52,8.3,319.89,15.67,1.01,2.4,0.0693,0.053200000000000004,0.0161
1880-10-01,5.33,0.25,0.47,9.32,3.78,180.6,8.47,330.44,15.98,1.01,2.41,0.0613,0.0528,0.0085
1880-11-01,5.61,0.26,0.48,9.42,3.75,188.16,8.55,345.59,16.13,1.01,2.4,0.051500000000000004,0.055999999999999994,-0.0045000000000000005
1880-12-01,5.84,0.26,0.49,9.51,3.73,193.92,8.63,357.49,16.27,1.01,2.39,0.045899999999999996,0.056600000000000004,-0.0108
1881-01-01,6.19,0.27,0.49,9.42,3.7,207.62,8.89,384.1,16.29,1.0,2.42,0.0454,0.0565,-0.0111
1881-02-01,6.17,0.27,0.48,9.51,3.69,204.88,8.97,380.42,16.0,1.0,2.41,0.046799999999999994,0.0562,-0.009399999999999999
1881-03-01,6.24,0.28,0.48,9.51,3.69,207.2,9.13,386.14,15.86,1.0,2.42,0.0424,0.054900000000000004,-0.0125
1881-04-01,6.22,0.28,0.47,9.61,3.68,204.49,9.21,382.53,15.56,1.0,2.4,0.046,0.0546,-0.0087
1881-05-01,6.5,0.29,0.47,9.51,3.67,215.84,9.46,405.22,15.58,1.0,2.43,0.0412,0.0548,-0.013600000000000001
1881-06-01,6.58,0.29,0.47,9.51,3.67,218.49,9.63,411.71,15.44,1.0,2.44,0.0403,0.057300000000000004,-0.017
1881-07-01,6.35,0.3,0.46,9.61,3.66,208.77,9.7,394.91,15.15,1.0,2.43,0.0446,0.0596,-0.015
1881-08-01,6.2,0.3,0.46,9.8,3.65,199.88,9.67,379.62,14.72,1.0,2.39,0.0526,0.0616,-0.0091
1881-09-01,6.25,0.31,0.45,10.18,3.65,193.96,9.47,369.87,14.04,1.0,2.31,0.0653,0.0669,-0.0017000000000000001
1881-10-01,6.15,0.31,0.45,10.28,3.64,189.09,9.53,362.1,13.78,1.0,2.29,0.0679,0.0679,0.0
1881-11-01,6.19,0.32,0.44,10.18,3.63,192.1,9.78,369.42,13.78,1.0,2.32,0.0658,0.0682,-0.0023
1881-12-01,6.01,0.32,0.44,10.18,3.63,186.51,9.93,360.27,13.65,1.0,2.33,0.0721,0.0681,0.004
1882-01-01,5.92,0.32,0.44,10.18,3.62,183.72,9.93,356.47,13.63,1.0,2.34,0.0783,0.0708,0.0075
1882-02-01,5.79,0.32,0.44,10.28,3.62,178.02,9.84,347.01,13.48,1.0,2.33,0.0818,0.0717,0.0101
1882-03-01,5.78,0.32,0.44,10.28,3.62,177.71,9.84,348.01,13.45,1.0,2.33,0.0859,0.0745,0.011399999999999999
1882-04-01,5.78,0.32,0.44,10.37,3.62,176.08,9.75,346.4,13.3,1.0,2.32,0.08800000000000001,0.0768,0.011200000000000002
1882-05-01,5.71,0.32,0.44,10.47,3.62,172.37,9.66,340.68,13.16,1.0,2.3,0.0902,0.07769999999999999,0.0125
1882-06-01,5.68,0.32,0.44,10.56,3.62,169.92,9.57,337.42,13.01,1.0,2.29,0.091,0.0785,0.0125
1882-07-01,6.0,0.32,0.43,10.47,3.63,181.12,9.66,361.27,13.11,1.0,2.32,0.08109999999999999,0.0746,0.006500000000000001
1882-08-01,6.18,0.32,0.43,10.56,3.63,184.87,9.57,370.34,12.96,1.0,2.3,0.0789,0.0741,0.0049
1882-09-01,6.24,0.32,0.43,10.28,3.63,191.85,9.84,385.97,13.3,1.0,2.37,0.0721,0.071,0.0011
1882-10-01,6.07,0.32,0.43,10.18,3.63,188.37,9.93,380.63,13.4,1.0,2.4,0.0762,0.0699,0.0062
1882-11-01,5.81,0.32,0.43,10.09,3.63,182.0,10.02,369.45,13.5,1.0,2.43,0.0766,0.0661,0.0105
1882-12-01,5.84,0.32,0.43,9.99,3.63,184.69,10.12,376.6,13.6,1.0,2.46,0.0724,0.0637,0.0088
1883-01-01,5.81,0.32,0.43,9.99,3.63,183.74,10.15,376.39,13.52,1.0,2.47,0.0708,0.059699999999999996,0.011200000000000002
1883-02-01,5.68,0.32,0.43,10.09,3.63,177.93,10.08,366.22,13.31,1.0,2.45,0.071,0.0594,0.0115
1883-03-01,5.75,0.32,0.42,9.99,3.63,181.84,10.2,376.01,13.36,1.0,2.49,0.0672,0.061,0.0060999999999999995
1883-04-01,5.87,0.32,0.42,9.9,3.63,187.42,10.32,389.33,13.41,1.0,2.52,0.0652,0.0613,0.0038
1883-05-01,5.77,0.32,0.42,9.8,3.63,186.02,10.45,388.22,13.46,1.0,2.55,0.0574,0.0617,-0.0043
1883-06-01,5.82,0.33,0.42,9.51,3.63,193.26,10.79,405.21,13.78,1.0,2.63,0.0509,0.0613,-0.0104
1883-07-01,5.73,0.33,0.41,9.32,3.63,194.15,11.04,409.02,13.98,1.0,2.7,0.0429,0.061900000000000004,-0.019
1883-08-01,5.47,0.33,0.41,9.32,3.62,185.34,11.07,392.4,13.89,1.0,2.7,0.049400000000000006,0.0662,-0.0168
1883-09-01,5.53,0.33,0.41,9.23,3.62,189.31,11.21,402.77,13.95,1.0,2.74,0.050199999999999995,0.060899999999999996,-0.010700000000000001
1883-10-01,5.38,0.33,0.41,9.23,3.62,184.17,11.24,393.84,13.86,1.0,2.75,0.0547,0.0596,-0.0048
1883-11-01,5.46,0.33,0.4,9.13,3.62,188.86,11.39,405.89,13.92,1.0,2.79,0.0564,0.0613,-0.0049
1883-12-01,5.34,0.33,0.4,9.23,3.62,182.8,11.3,394.9,13.69,1.0,2.77,0.0575,0.0638,-0.0064
1884-01-01,5.18,0.33,0.39,9.23,3.62,177.33,11.24,385.09,13.44,1.0,2.78,0.061399999999999996,0.0668,-0.0054
1884-02-01,5.32,0.33,0.39,9.23,3.61,182.12,11.18,397.52,13.18,1.0,2.79,0.061399999999999996,0.0684,-0.006999999999999999
1884-03-01,5.3,0.33,0.38,9.23,3.6,181.43,11.13,398.05,12.92,1.0,2.8,0.0679,0.0716,-0.0037
1884-04-01,5.06,0.32,0.37,9.04,3.6,176.86,11.3,390.09,12.93,1.0,2.87,0.0719,0.0694,0.0025
1884-05-01,4.65,0.32,0.36,8.85,3.59,166.03,11.49,368.31,12.94,1.0,2.94,0.0745,0.0673,0.0072
1884-06-01,4.46,0.32,0.36,8.85,3.58,159.24,11.43,355.37,12.68,1.0,2.95,0.0774,0.0674,0.01
1884-07-01,4.46,0.32,0.35,8.75,3.57,160.97,11.49,361.37,12.54,1.0,2.99,0.0738,0.0663,0.0074
1884-08-01,4.74,0.32,0.34,8.75,3.56,171.08,11.43,386.19,12.27,1.0,3.0,0.068,0.0634,0.0046
1884-09-01,4.59,0.32,0.33,8.66,3.55,167.49,11.49,380.24,12.13,1.0,3.05,0.0703,0.060899999999999996,0.009399999999999999
1884-10-01,4.44,0.31,0.33,8.56,3.55,163.81,11.56,374.09,11.99,1.0,3.09,0.0721,0.06280000000000001,0.009300000000000001
1884-11-01,4.35,0.31,0.32,8.37,3.54,164.14,11.76,377.07,11.98,1.0,3.17,0.0717,0.0605,0.011200000000000002
1884-12-01,4.34,0.31,0.31,8.28,3.53,165.65,11.83,382.8,11.83,1.0,3.22,0.0711,0.060899999999999996,0.0102
1885-01-01,4.24,0.3,0.31,8.28,3.52,161.83,11.61,376.21,11.71,1.0,3.23,0.0721,0.061,0.0111
1885-02-01,4.37,0.3,0.3,8.37,3.51,164.9,11.26,385.52,11.44,1.0,3.21,0.0684,0.062,0.0064
1885-03-01,4.38,0.29,0.3,8.18,3.5,169.12,11.29,397.59,11.58,1.0,3.3,0.06559999999999999,0.0593,0.0062
1885-04-01,4.37,0.29,0.3,8.28,3.48,166.79,10.94,394.27,11.32,1.0,3.27,0.0668,0.0559,0.011000000000000001
1885-05-01,4.32,0.28,0.29,8.09,3.47,168.76,10.97,401.09,11.46,1.0,3.36,0.0696,0.051699999999999996,0.0179
1885-06-01,4.3,0.28,0.29,7.9,3.46,172.03,11.0,411.03,11.6,1.0,3.46,0.068,0.047599999999999996,0.0204
1885-07-01,4.46,0.27,0.29,7.99,3.45,176.31,10.64,423.37,11.33,1.0,3.43,0.06709999999999999,0.0501,0.017
1885-08-01,4.71,0.26,0.28,7.99,3.43,186.19,10.41,449.18,11.2,1.0,3.44,0.0642,0.0513,0.0129
1885-09-01,4.65,0.26,0.28,7.9,3.42,186.03,10.3,450.87,11.2,1.0,3.5,0.06480000000000001,0.0499,0.015
1885-10-01,4.92,0.25,0.28,7.9,3.41,196.83,10.07,479.09,11.07,1.0,3.51,0.0572,0.049699999999999994,0.0075
1885-11-01,5.24,0.25,0.27,7.99,3.4,207.14,9.72,506.14,10.8,1.0,3.48,0.0482,0.0507,-0.0026
1885-12-01,5.2,0.24,0.27,8.18,3.38,200.78,9.27,492.49,10.43,1.0,3.42,0.04650000000000001,0.0545,-0.0079
1886-01-01,5.2,0.24,0.28,7.99,3.37,205.56,9.42,506.14,10.87,1.0,3.51,0.0443,0.0533,-0.009000000000000001
1886-02-01,5.3,0.24,0.28,7.99,3.38,209.51,9.36,517.79,11.07,1.0,3.52,0.0481,0.055099999999999996,-0.006999999999999999
1886-03-01,5.19,0.24,0.29,7.9,3.4,207.63,9.4,515.09,11.4,1.0,3.56,0.047400000000000005,0.0541,-0.0067
1886-04-01,5.12,0.23,0.29,7.8,3.41,207.33,9.45,516.29,11.74,1.0,3.61,0.05,0.0546,-0.0046
1886-05-01,5.02,0.23,0.3,7.61,3.42,208.36,9.62,520.86,12.24,1.0,3.71,0.050499999999999996,0.053899999999999997,-0.0033
1886-06-01,5.25,0.23,0.3,7.52,3.43,220.67,9.67,553.63,12.61,1.0,3.77,0.044199999999999996,0.054400000000000004,-0.0102
1886-07-01,5.33,0.23,0.31,7.61,3.45,221.23,9.48,557.02,12.66,1.0,3.73,0.0369,0.055999999999999994,-0.019
1886-08-01,5.37,0.23,0.31,7.71,3.46,220.14,9.29,556.23,12.71,1.0,3.69,0.031400000000000004,0.0576,-0.026099999999999998
1886-09-01,5.51,0.23,0.32,7.71,3.47,225.88,9.22,572.67,12.91,1.0,3.69,0.0341,0.057800000000000004,-0.023700000000000002
1886-10-01,5.65,0.22,0.32,7.71,3.48,231.62,9.15,589.15,13.12,1.0,3.7,0.0308,0.054900000000000004,-0.0241
1886-11-01,5.79,0.22,0.33,7.71,3.5,237.36,9.09,605.68,13.32,1.0,3.71,0.0321,0.0521,-0.02
1886-12-01,5.64,0.22,0.33,7.8,3.51,228.39,8.91,584.69,13.36,1.0,3.67,0.0323,0.0537,-0.021400000000000002
1887-01-01,5.58,0.22,0.33,7.99,3.52,220.58,8.8,566.57,13.14,1.0,3.59,0.038900000000000004,0.059500000000000004,-0.0206
1887-02-01,5.54,0.23,0.34,8.09,3.53,216.42,8.79,557.77,13.09,1.0,3.55,0.039900000000000005,0.060899999999999996,-0.021
1887-03-01,5.67,0.23,0.34,8.09,3.55,221.5,8.89,572.77,13.18,1.0,3.56,0.0378,0.061,-0.0233
1887-04-01,5.8,0.23,0.34,8.09,3.56,226.58,8.99,587.84,13.28,1.0,3.57,0.0337,0.06280000000000001,-0.028999999999999998
1887-05-01,5.9,0.23,0.34,8.09,3.57,230.49,9.08,599.94,13.38,1.0,3.57,0.0341,0.0645,-0.0304
1887-06-01,5.73,0.24,0.35,7.99,3.58,226.51,9.29,591.6,13.64,1.0,3.62,0.0406,0.0634,-0.022799999999999997
1887-07-01,5.59,0.24,0.35,7.9,3.6,223.64,9.5,586.17,13.9,1.0,3.67,0.04650000000000001,0.0622,-0.0158
