Date,S&P Comp (P),Dividend (D),Earnings (E),CPI,Date Fraction,Long Interest Rate (GS10),Real Price,Real Dividend, Real Total Return Price (diviend reinvested) ,Real Earnings,,Monthly Total Bond Returns,Real Total Bond Returns,10Y Annulazied Stock Real Return,10Y Annualized Bond Real Return,Real 10Y Excess Annualized Returns,,,,
1997.02,798.39,15.01,39.74,159.60,1997.12,6.42,1580.45,29.71," 644,207.27 ",78.66,,0.99,25.58,5.18%,3.86%,1.32%,,,,
1997.03,792.16,15.06,40.24,160.00,1997.21,6.69,1564.20,29.74," 638,592.55 ",79.46,,0.99,25.15,4.91%,4.11%,0.80%,,,,
1997.04,763.93,15.09,40.34,160.20,1997.29,6.89,1506.57,29.77," 616,079.04 ",79.56,,1.02,24.90,5.65%,4.08%,1.57%,,,,
1997.05,833.09,15.13,40.45,160.10,1997.37,6.71,1643.99,29.85," 673,290.69 ",79.82,,1.02,25.39,5.00%,3.81%,1.19%,,,,
1997.06,876.29,15.16,40.55,160.30,1997.46,6.49,1727.09,29.88," 708,340.41 ",79.92,,1.03,25.90,4.49%,3.34%,1.15%,,,,
1997.07,925.29,15.22,40.58,160.50,1997.54,6.22,1821.39,29.95," 748,040.80 ",79.88,,1.00,26.53,3.98%,3.22%,0.76%,,,,
1997.08,927.24,15.27,40.61,160.80,1997.62,6.30,1821.82,30.01," 749,245.75 ",79.79,,1.01,26.46,3.54%,3.57%,-0.03%,,,,
1997.09,937.02,15.33,40.64,161.20,1997.71,6.21,1836.47,30.05," 756,299.30 ",79.65,,1.02,26.71,3.73%,3.61%,0.12%,,,,
1997.1,951.16,15.39,40.33,161.60,1997.79,6.03,1859.57,30.08," 766,844.24 ",78.85,,1.02,27.14,3.87%,3.45%,0.41%,,,,
1997.11,938.92,15.44,40.03,161.50,1997.87,5.88,1836.77,30.21," 758,483.02 ",78.30,,1.01,27.59,3.41%,3.57%,-0.16%,,,,
1997.12,962.37,15.50,39.72,161.30,1997.96,5.81,1884.98,30.36," 779,435.20 ",77.80,,1.03,27.91,3.26%,3.54%,-0.28%,,,,
1998.01,963.36,15.55,39.66,161.60,1998.04,5.54,1883.42,30.40," 779,836.12 ",77.54,,1.00,28.57,2.50%,3.58%,-1.08%,,,,
1998.02,1023.74,15.60,39.60,161.90,1998.12,5.57,1997.76,30.44," 828,228.28 ",77.28,,1.00,28.58,1.69%,3.58%,-1.89%,,,,
1998.03,1076.83,15.64,39.54,162.20,1998.21,5.65,2097.47,30.46," 870,620.44 ",77.02,,1.01,28.49,0.83%,3.75%,-2.92%,,,,
1998.04,1112.20,15.75,39.35,162.50,1998.29,5.64,2162.36,30.62," 898,616.30 ",76.51,,1.00,28.59,0.87%,3.54%,-2.67%,,,,
1998.05,1108.42,15.85,39.16,162.80,1998.37,5.65,2151.04,30.76," 894,977.12 ",76.00,,1.02,28.65,1.08%,3.29%,-2.21%,,,,
1998.06,1108.39,15.95,38.97,163.00,1998.46,5.50,2148.35,30.92," 894,926.69 ",75.53,,1.01,29.08,0.54%,2.88%,-2.34%,,,,
1998.07,1156.58,16.02,38.68,163.20,1998.54,5.46,2239.00,31.01," 933,767.79 ",74.87,,1.01,29.26,-0.56%,2.87%,-3.43%,,,,
1998.08,1074.62,16.08,38.38,163.40,1998.62,5.34,2077.79,31.10," 867,616.00 ",74.21,,1.05,29.63,0.42%,2.92%,-2.50%,,,,
1998.09,1020.64,16.14,38.09,163.60,1998.71,4.81,1971.01,31.17," 824,111.37 ",73.56,,1.03,30.96,0.46%,2.69%,-2.23%,,,,
1998.1,1032.47,16.17,37.96,164.00,1998.79,4.53,1988.99,31.14," 832,715.29 ",73.13,,0.98,31.70,-1.79%,2.48%,-4.27%,,,,
1998.11,1144.43,16.18,37.84,164.00,1998.87,4.83,2204.68,31.18," 924,101.78 ",72.89,,1.02,31.07,-3.49%,3.15%,-6.64%,,,,
1998.12,1190.05,16.20,37.71,163.90,1998.96,4.65,2293.96,31.23," 962,615.97 ",72.69,,1.00,31.66,-3.82%,4.06%,-7.88%,,,,
1999.01,1248.77,16.28,37.93,164.30,1999.04,4.72,2401.29,31.31," 1,008,749.56 ",72.94,,0.98,31.53,-4.41%,3.99%,-8.40%,,,,
1999.02,1246.58,16.37,38.16,164.50,1999.12,5.00,2394.16,31.43," 1,006,856.60 ",73.28,,0.99,30.92,-5.10%,3.84%,-8.94%,,,,
1999.03,1281.66,16.45,38.38,165.00,1999.21,5.23,2454.08,31.50," 1,033,157.47 ",73.49,,1.01,30.41,-5.92%,4.06%,-9.98%,,,,
1999.04,1334.76,16.45,39.26,166.20,1999.29,5.18,2537.30,31.27," 1,069,290.23 ",74.63,,0.98,30.44,-5.18%,3.95%,-9.12%,,,,
1999.05,1332.07,16.45,40.14,166.20,1999.37,5.54,2532.19,31.27," 1,068,233.43 ",76.30,,0.98,29.74,-4.58%,3.87%,-8.45%,,,,
1999.06,1322.55,16.45,41.02,166.20,1999.46,5.90,2514.09,31.27," 1,061,698.33 ",77.98,,1.01,29.07,-4.33%,3.66%,-8.00%,,,,
1999.07,1380.99,16.51,42.00,166.70,1999.54,5.79,2617.31,31.30," 1,106,388.20 ",79.60,,0.99,29.37,-4.59%,3.75%,-8.34%,,,,
1999.08,1327.49,16.58,42.98,167.10,1999.62,5.94,2509.89,31.34," 1,062,084.57 ",81.26,,1.01,29.11,-3.47%,3.82%,-7.29%,,,,
1999.09,1318.17,16.64,43.96,167.90,1999.71,5.92,2480.39,31.31," 1,050,707.04 ",82.72,,0.99,29.16,-3.03%,3.99%,-7.02%,,,,
1999.1,1300.01,16.66,45.36,168.20,1999.79,6.11,2441.86,31.29," 1,035,488.01 ",85.21,,1.01,28.84,-2.66%,4.13%,-6.80%,,,,
1999.11,1391.00,16.67,46.77,168.30,1999.87,6.03,2611.21,31.30," 1,108,411.39 ",87.79,,0.99,29.14,-3.13%,4.04%,-7.17%,,,,
1999.12,1428.68,16.69,48.17,168.30,1999.96,6.28,2681.95,31.33," 1,139,544.79 ",90.43,,0.98,28.75,-3.17%,4.06%,-7.23%,,,,
2000.01,1425.59,16.71,49.10,168.80,2000.04,6.66,2668.22,31.28," 1,134,819.63 ",91.89,,1.02,28.03,-3.03%,4.20%,-7.23%,,,,
2000.02,1388.87,16.74,50.02,169.80,2000.12,6.52,2584.18,31.14," 1,100,181.81 ",93.08,,1.02,28.30,-3.02%,4.16%,-7.18%,,,,
2000.03,1442.21,16.76,50.95,171.20,2000.21,6.26,2661.49,30.93," 1,134,189.62 ",94.02,,1.03,28.76,-2.79%,3.95%,-6.75%,,,,
2000.04,1461.36,16.74,51.27,171.30,2000.29,5.99,2695.25,30.87," 1,149,675.17 ",94.57,,0.97,29.47,-2.55%,3.61%,-6.16%,,,,
2000.05,1418.48,16.72,51.60,171.50,2000.37,6.44,2613.12,30.80," 1,115,734.29 ",95.05,,1.03,28.62,-2.86%,4.31%,-7.17%,,,,
2000.06,1461.96,16.70,51.92,172.40,2000.46,6.10,2679.15,30.60," 1,145,020.15 ",95.15,,1.01,29.34,-3.45%,4.28%,-7.73%,,,,
2000.07,1473.00,16.58,52.51,172.80,2000.54,6.05,2693.14,30.32," 1,152,076.10 ",96.01,,1.02,29.53,-3.53%,4.41%,-7.93%,,,,
2000.08,1485.46,16.47,53.11,172.80,2000.62,5.83,2715.92,30.11," 1,162,894.69 ",97.10,,1.01,30.16,-3.55%,4.47%,-8.02%,,,,
2000.09,1468.05,16.35,53.70,173.70,2000.71,5.80,2670.18,29.74," 1,144,371.61 ",97.67,,1.01,30.22,-3.08%,4.52%,-7.59%,,,,
2000.1,1390.14,16.32,52.47,174.00,2000.79,5.74,2524.11,29.64," 1,082,829.54 ",95.27,,1.01,30.45,-2.11%,4.55%,-6.66%,,,,
2000.11,1378.04,16.30,51.23,174.10,2000.87,5.72,2500.71,29.57," 1,073,845.10 ",92.97,,1.04,30.63,-1.80%,4.30%,-6.10%,,,,
2000.12,1330.93,16.27,50.00,174.00,2000.96,5.24,2416.60,29.54," 1,038,787.58 ",90.79,,1.01,31.93,-1.13%,3.40%,-4.53%,,,,
2001.01,1335.63,16.17,48.48,175.10,2001.04,5.16,2409.90,29.18," 1,036,952.20 ",87.47,,1.01,32.06,-0.82%,3.25%,-4.07%,,,,
2001.02,1305.75,16.07,46.96,175.80,2001.12,5.10,2346.61,28.88," 1,010,753.05 ",84.39,,1.02,32.22,-0.30%,3.02%,-3.32%,,,,
2001.03,1185.85,15.97,45.44,176.20,2001.21,4.89,2126.29,28.64," 916,885.00 ",81.48,,0.98,32.81,0.46%,2.90%,-2.44%,,,,
2001.04,1189.84,15.88,42.56,176.90,2001.29,5.14,2125.01,28.36," 917,348.59 ",76.00,,0.99,32.18,0.61%,3.02%,-2.41%,,,,
2001.05,1270.37,15.78,39.67,177.70,2001.37,5.39,2258.62,28.06," 976,036.10 ",70.54,,1.01,31.56,0.01%,3.46%,-3.45%,,,,
2001.06,1238.71,15.69,36.79,178.00,2001.46,5.28,2198.61,27.85," 951,110.32 ",65.30,,1.01,31.92,-0.09%,3.53%,-3.62%,,,,
2001.07,1204.45,15.71,33.96,177.50,2001.54,5.24,2143.83,27.96," 928,417.60 ",60.45,,1.03,32.24,0.45%,3.44%,-2.99%,,,,
2001.08,1178.50,15.72,31.14,177.50,2001.62,4.97,2097.64,27.99," 909,424.74 ",55.42,,1.02,33.07,-0.47%,3.80%,-4.27%,,,,
2001.09,1044.64,15.74,28.31,178.30,2001.71,4.73,1851.04,27.89," 803,518.37 ",50.16,,1.02,33.68,0.67%,3.91%,-3.23%,,,,
2001.1,1076.59,15.74,27.10,177.70,2001.79,4.57,1914.09,27.98," 831,902.09 ",48.19,,1.00,34.36,0.64%,3.58%,-2.94%,,,,
2001.11,1129.68,15.74,25.90,177.40,2001.87,4.65,2011.88,28.03," 875,417.23 ",46.12,,0.97,34.33,0.32%,3.74%,-3.43%,,,,
2001.12,1144.93,15.74,24.69,176.70,2001.96,5.09,2047.11,28.14," 891,770.10 ",44.15,,1.01,33.42,0.31%,4.09%,-3.78%,,,,
2002.01,1140.21,15.74,24.69,177.10,2002.04,5.04,2034.07,28.07," 887,107.02 ",44.05,,1.01,33.61,0.79%,4.01%,-3.23%,,,,
2002.02,1100.67,15.73,24.70,177.80,2002.12,4.91,1955.80,27.96," 853,988.70 ",43.88,,0.98,33.96,1.54%,3.88%,-2.34%,,,,
2002.03,1153.79,15.73,24.70,178.80,2002.21,5.28,2038.73,27.79," 891,208.12 ",43.64,,1.01,32.95,1.32%,3.95%,-2.62%,,,,
2002.04,1111.93,15.83,25.38,179.80,2002.29,5.21,1953.83,27.82," 855,111.36 ",44.60,,1.01,33.09,1.71%,4.00%,-2.29%,,,,
2002.05,1079.25,15.94,26.06,179.80,2002.37,5.16,1896.41,28.00," 831,000.67 ",45.79,,1.02,33.36,1.69%,4.18%,-2.49%,,,,
2002.06,1014.02,16.04,26.74,179.90,2002.46,4.93,1780.80,28.17," 781,369.52 ",46.96,,1.03,34.08,2.22%,4.16%,-1.94%,,,,
2002.07,903.59,15.96,27.84,180.10,2002.54,4.65,1585.10,28.00," 696,526.40 ",48.84,,1.04,34.94,3.71%,4.01%,-0.30%,,,,
2002.08,912.55,15.88,28.94,180.70,2002.62,4.26,1595.50,27.76," 702,114.16 ",50.60,,1.04,36.06,3.92%,3.50%,0.42%,,,,
2002.09,867.81,15.80,30.04,181.00,2002.71,3.87,1514.77,27.58," 667,595.98 ",52.43,,1.00,37.28,4.71%,3.09%,1.62%,,,,
2002.1,854.63,15.89,29.22,181.30,2002.79,3.94,1489.29,27.69," 657,385.84 ",50.93,,0.99,37.12,4.85%,3.12%,1.73%,,,,
2002.11,909.93,15.98,28.41,181.30,2002.87,4.05,1585.66,27.85," 700,947.21 ",49.50,,1.01,36.91,3.93%,3.34%,0.59%,,,,
2002.12,899.18,16.07,27.59,180.90,2002.96,4.03,1570.39,28.07," 695,231.64 ",48.19,,1.00,37.18,4.27%,3.24%,1.03%,,,,
2003.01,895.84,16.12,28.50,181.70,2003.04,4.05,1557.67,28.03," 690,633.64 ",49.56,,1.02,37.08,4.74%,3.07%,1.67%,,,,
2003.02,837.03,16.17,29.41,183.10,2003.12,3.90,1444.28,27.90," 641,391.90 ",50.75,,1.01,37.37,5.68%,2.86%,2.82%,,,,
2003.03,846.63,16.22,30.32,184.20,2003.21,3.81,1452.12,27.82," 645,903.49 ",52.00,,0.99,37.55,5.86%,2.82%,3.04%,,,,
2003.04,890.03,16.20,31.73,183.80,2003.29,3.96,1529.88,27.85," 681,523.94 ",54.54,,1.04,37.29,5.46%,3.10%,2.35%,,,,
2003.05,935.96,16.19,33.14,183.50,2003.37,3.57,1611.46,27.87," 718,900.27 ",57.06,,1.02,38.69,5.35%,2.56%,2.79%,,,,
2003.06,988.00,16.17,34.55,183.70,2003.46,3.33,1699.21,27.81," 759,079.27 ",59.42,,0.95,39.54,4.63%,1.99%,2.64%,,,,
2003.07,992.54,16.31,35.89,183.90,2003.54,3.98,1705.16,28.02," 762,781.13 ",61.66,,0.97,37.51,4.92%,2.29%,2.62%,,,,
2003.08,989.53,16.45,37.24,184.60,2003.62,4.45,1693.54,28.15," 758,633.73 ",63.73,,1.02,36.08,4.99%,2.56%,2.43%,,,,
2003.09,1019.44,16.59,38.58,185.20,2003.71,4.27,1739.08,28.30," 780,088.96 ",65.81,,1.00,36.62,4.81%,2.35%,2.45%,,,,
2003.1,1038.73,16.86,41.97,185.00,2003.79,4.29,1773.91,28.79," 796,785.29 ",71.67,,1.00,36.73,4.83%,2.54%,2.29%,,,,
2003.11,1049.90,17.12,45.35,184.50,2003.87,4.30,1797.84,29.32," 808,633.61 ",77.66,,1.01,36.93,5.10%,2.44%,2.66%,,,,
2003.12,1080.64,17.39,48.74,184.30,2003.96,4.27,1852.49,29.81," 834,330.14 ",83.55,,1.01,37.20,4.93%,2.23%,2.69%,,,,
2004.01,1132.52,17.60,49.83,185.20,2004.04,4.15,1931.99,30.02," 871,262.85 ",85.00,,1.01,37.51,4.53%,2.17%,2.37%,,,,
2004.02,1143.36,17.81,50.91,186.20,2004.12,4.08,1940.00,30.22," 876,013.90 ",86.39,,1.02,37.65,4.43%,2.25%,2.18%,,,,
2004.03,1123.98,18.02,52.00,187.40,2004.21,3.83,1894.91,30.38," 856,794.20 ",87.67,,0.96,38.30,4.87%,2.02%,2.85%,,,,
2004.04,1133.36,18.21,53.38,188.00,2004.29,4.35,1904.63,30.61," 862,340.46 ",89.71,,0.97,36.71,4.79%,2.45%,2.34%,,,,
2004.05,1102.78,18.41,54.77,189.10,2004.37,4.72,1842.45,30.75," 835,352.43 ",91.50,,1.00,35.56,5.25%,2.90%,2.35%,,,,
2004.06,1132.76,18.60,56.15,189.70,2004.46,4.73,1886.56,30.98," 856,518.63 ",93.52,,1.02,35.56,5.30%,2.87%,2.43%,,,,
2004.07,1105.85,18.79,56.69,189.40,2004.54,4.50,1844.66,31.34," 838,681.16 ",94.56,,1.02,36.41,5.68%,2.71%,2.97%,,,,
2004.08,1088.94,18.97,57.23,189.50,2004.62,4.28,1815.49,31.63," 826,619.23 ",95.41,,1.02,37.17,5.81%,2.64%,3.17%,,,,
2004.09,1117.66,19.16,57.77,189.90,2004.71,4.13,1859.45,31.88," 847,843.10 ",96.11,,1.01,37.68,5.72%,2.41%,3.30%,,,,
2004.1,1117.21,19.25,58.03,190.90,2004.79,4.10,1848.96,31.86," 844,272.97 ",96.04,,1.00,37.70,5.50%,2.66%,2.84%,,,,
2004.11,1168.94,19.35,58.29,191.00,2004.87,4.19,1933.56,32.00," 884,120.43 ",96.42,,1.00,37.54,5.66%,2.76%,2.90%,,,,
2004.12,1199.21,19.44,58.55,190.30,2004.96,4.23,1990.93,32.27," 911,581.10 ",97.20,,1.00,37.68,5.46%,2.90%,2.56%,,,,
2005.01,1181.41,19.70,59.11,190.70,2005.04,4.22,1957.26,32.64," 897,412.22 ",97.92,,1.01,37.77,5.56%,3.25%,2.31%,,,,
2005.02,1199.63,19.97,59.66,191.80,2005.12,4.17,1976.05,32.89," 907,282.84 ",98.28,,0.98,37.83,5.70%,3.11%,2.59%,,,,
2005.03,1194.90,20.23,60.22,193.30,2005.21,4.50,1952.99,33.06," 897,957.91 ",98.43,,1.02,36.68,5.75%,3.33%,2.42%,,,,
2005.04,1164.43,20.46,61.23,194.60,2005.29,4.34,1890.47,33.22," 870,487.17 ",99.41,,1.02,37.04,6.15%,3.32%,2.83%,,,,
2005.05,1178.28,20.70,62.25,194.40,2005.37,4.14,1914.92,33.64," 883,037.83 ",101.16,,1.01,37.82,6.05%,2.83%,3.22%,,,,
2005.06,1202.25,20.93,63.26,194.50,2005.46,4.00,1952.88,34.00," 901,844.87 ",102.76,,0.99,38.36,5.74%,2.52%,3.22%,,,,
2005.07,1222.24,21.11,64.33,195.40,2005.54,4.18,1976.20,34.13," 913,930.61 ",104.01,,1.00,37.75,5.59%,2.74%,2.85%,,,,
2005.08,1224.27,21.29,65.40,196.40,2005.62,4.26,1969.41,34.25," 912,107.28 ",105.20,,1.01,37.45,5.37%,2.99%,2.38%,,,,
2005.09,1225.92,21.47,66.47,198.80,2005.71,4.20,1948.25,34.12," 903,627.24 ",105.64,,0.98,37.31,5.00%,3.06%,1.93%,,,,
2005.1,1191.96,21.72,67.59,199.20,2005.79,4.46,1890.48,34.45," 878,162.51 ",107.20,,1.00,36.59,5.75%,3.38%,2.37%,,,,
2005.11,1237.37,21.97,68.71,197.60,2005.87,4.54,1978.39,35.13," 920,359.08 ",109.86,,1.01,36.79,5.58%,3.19%,2.39%,,,,
2005.12,1262.07,22.22,69.83,196.80,2005.96,4.47,2026.09,35.67," 943,929.86 ",112.10,,1.01,37.28,5.23%,3.12%,2.11%,,,,
2006.01,1278.73,22.41,70.78,198.30,2006.04,4.42,2037.30,35.70," 950,541.79 ",112.76,,0.99,37.29,4.45%,3.26%,1.18%,,,,
2006.02,1276.65,22.59,71.72,198.70,2006.12,4.57,2029.89,35.92," 948,481.96 ",114.04,,0.99,36.91,4.40%,3.67%,0.74%,,,,
2006.03,1293.74,22.78,72.67,199.80,2006.21,4.72,2045.74,36.02," 957,289.72 ",114.91,,0.98,36.41,4.91%,3.67%,1.23%,,,,
2006.04,1302.17,23.00,73.28,201.50,2006.29,4.99,2041.70,36.06," 956,804.65 ",114.89,,0.99,35.48,5.16%,3.98%,1.17%,,,,
2006.05,1290.01,23.22,73.88,202.50,2006.37,5.11,2012.65,36.23," 944,603.70 ",115.27,,1.00,35.12,5.22%,4.06%,1.15%,,,,
2006.06,1253.17,23.44,74.49,202.90,2006.46,5.11,1951.32,36.50," 917,246.26 ",115.99,,1.01,35.20,5.60%,4.18%,1.42%,,,,
2006.07,1260.24,23.66,75.85,203.50,2006.54,5.09,1956.54,36.73," 921,140.30 ",117.76,,1.02,35.30,5.92%,4.32%,1.60%,,,,
2006.08,1287.15,23.88,77.21,203.90,2006.62,4.88,1994.40,37.00," 940,415.54 ",119.63,,1.02,35.96,5.82%,4.07%,1.75%,,,,
2006.09,1317.74,24.10,78.57,202.90,2006.71,4.72,2051.86,37.53," 968,984.73 ",122.34,,1.00,36.75,5.43%,3.77%,1.66%,,,,
2006.1,1363.38,24.36,79.55,201.80,2006.79,4.73,2134.50,38.14," 1,009,511.27 ",124.54,,1.01,37.06,4.93%,3.56%,1.38%,,,,
2006.11,1388.64,24.62,80.53,201.50,2006.87,4.60,2177.28,38.60," 1,031,267.22 ",126.26,,1.01,37.65,4.85%,3.07%,1.78%,,,,
2006.12,1416.42,24.88,81.51,201.80,2006.96,4.56,2217.53,38.95," 1,051,871.60 ",127.61,,0.99,37.86,5.04%,2.71%,2.34%,,,,
2007.01,1424.16,25.08,82.06,202.42,2007.04,4.76,2222.87,39.15," 1,055,948.52 ",128.08,,1.01,37.29,5.09%,2.88%,2.22%,,,,
2007.02,1444.80,25.29,82.60,203.50,2007.12,4.72,2243.08,39.26," 1,067,105.13 ",128.24,,1.02,37.35,5.22%,2.86%,2.36%,,,,
2007.03,1406.95,25.49,83.15,205.35,2007.21,4.56,2164.61,39.22," 1,031,327.67 ",127.93,,0.99,37.63,5.75%,2.74%,3.01%,,,,
2007.04,1463.64,25.72,83.74,206.69,2007.29,4.69,2237.29,39.31," 1,067,518.91 ",128.00,,1.00,37.15,5.34%,3.03%,2.31%,,,,
2007.05,1511.14,25.94,84.33,207.95,2007.37,4.75,2295.87,39.42," 1,097,036.61 ",128.12,,0.98,36.89,5.22%,3.11%,2.11%,,,,
2007.06,1514.19,26.17,84.92,208.35,2007.46,5.10,2296.05,39.68," 1,098,704.76 ",128.77,,1.01,35.97,5.38%,3.48%,1.90%,,,,
2007.07,1520.71,26.44,82.81,208.30,2007.54,5.00,2306.53,40.10," 1,105,315.63 ",125.61,,1.03,36.41,5.43%,3.26%,2.17%,,,,
2007.08,1454.62,26.71,80.71,207.92,2007.62,4.67,2210.34,40.59," 1,060,841.96 ",122.64,,1.02,37.58,5.86%,3.02%,2.83%,,,,
2007.09,1497.12,26.98,78.60,208.49,2007.71,4.52,2268.67,40.88," 1,090,471.30 ",119.11,,1.00,38.07,5.68%,2.86%,2.82%,,,,
2007.1,1539.66,27.23,74.46,208.94,2007.79,4.53,2328.15,41.18," 1,120,711.95 ",112.59,,1.03,38.10,5.69%,2.73%,2.95%,,,,
2007.11,1463.39,27.48,70.32,210.18,2007.87,4.15,2199.76,41.31," 1,060,562.89 ",105.70,,1.01,39.19,6.44%,2.48%,3.96%,,,,
2007.12,1479.22,27.73,66.18,210.04,2007.96,4.10,2225.04,41.71," 1,074,430.89 ",99.55,,1.03,39.51,6.61%,2.37%,4.24%,,,,
2008.01,1378.76,27.92,64.25,211.08,2008.04,3.74,2063.67,41.79," 998,190.20 ",96.17,,1.00,40.62,7.85%,1.89%,5.96%,,,,
2008.02,1354.87,28.11,62.32,211.69,2008.12,3.74,2022.04,41.95," 979,745.03 ",93.01,,1.02,40.63,7.69%,1.62%,6.07%,,,,
2008.03,1316.94,28.30,60.39,213.53,2008.21,3.51,1948.55,41.87," 945,823.54 ",89.35,,0.99,41.18,8.05%,1.50%,6.55%,,,,
2008.04,1370.47,28.44,57.38,214.82,2008.29,3.68,2015.53,41.82," 980,026.96 ",84.39,,0.99,40.48,7.44%,1.63%,5.81%,,,,
2008.05,1403.22,28.57,54.38,216.63,2008.37,3.88,2046.46,41.67," 996,755.75 ",79.30,,0.99,39.60,7.42%,1.74%,5.68%,,,,
2008.06,1341.25,28.71,51.37,218.82,2008.46,4.10,1936.57,41.45," 944,913.89 ",74.17,,1.01,38.63,8.21%,2.06%,6.14%,,,,
2008.07,1257.33,28.76,49.56,219.96,2008.54,4.01,1805.91,41.30," 882,844.48 ",71.19,,1.01,38.84,9.12%,2.05%,7.07%,,,,
2008.08,1281.47,28.80,47.76,219.09,2008.62,3.89,1847.96,41.54," 905,092.69 ",68.87,,1.02,39.51,9.10%,1.89%,7.21%,,,,
2008.09,1216.95,28.85,45.95,218.78,2008.71,3.69,1757.35,41.66," 862,413.47 ",66.35,,0.99,40.35,9.80%,1.60%,8.21%,,,,
2008.1,968.80,28.70,35.59,216.57,2008.79,3.81,1413.28,41.86," 695,275.43 ",51.92,,1.03,40.49,11.73%,1.44%,10.29%,,,,
2008.11,883.04,28.54,25.24,212.43,2008.87,3.53,1313.33,42.45," 647,843.47 ",37.53,,1.10,42.37,12.33%,1.07%,11.26%,,,,
2008.12,877.56,28.39,14.88,210.23,2008.96,2.42,1318.82,42.67," 652,305.20 ",22.36,,0.99,47.13,11.65%,0.30%,11.35%,,,,
2009.01,865.58,28.01,12.21,211.14,2009.04,2.52,1295.18,41.92," 642,339.77 ",18.27,,0.97,46.61,11.99%,0.52%,11.47%,,,,
2009.02,805.23,27.64,9.53,212.19,2009.12,2.87,1198.91,41.15," 596,298.26 ",14.19,,1.01,45.08,13.42%,0.86%,12.55%,,,,
2009.03,757.13,27.26,6.86,212.71,2009.21,2.82,1124.56,40.49," 560,996.73 ",10.19,,0.99,45.27,14.27%,0.88%,13.39%,,,,
2009.04,848.15,26.70,7.08,213.24,2009.29,2.93,1256.62,39.56," 628,517.96 ",10.48,,0.97,44.83,13.33%,0.98%,12.35%,,,,
2009.05,902.41,26.15,7.29,213.86,2009.37,3.29,1333.16,38.63," 668,410.88 ",10.77,,0.97,43.45,12.44%,1.42%,11.02%,,,,
2009.06,926.12,25.59,7.51,215.69,2009.46,3.72,1356.53,37.48," 681,696.60 ",11.00,,1.02,41.67,12.37%,2.17%,10.21%,,,,
2009.07,935.82,25.03,9.19,215.35,2009.54,3.56,1372.92,36.72," 691,468.07 ",13.48,,1.00,42.42,12.62%,2.38%,10.24%,,,,
2009.08,1009.73,24.46,10.86,215.83,2009.62,3.59,1478.04,35.81," 745,912.77 ",15.90,,1.02,42.35,11.41%,2.41%,9.00%,,,,
2009.09,1044.55,23.90,12.54,215.97,2009.71,3.40,1528.05,34.96," 772,623.20 ",18.34,,1.00,43.12,11.35%,2.17%,9.19%,,,,
2009.1,1067.66,23.40,25.35,216.18,2009.79,3.39,1560.35,34.20," 790,398.33 ",37.05,,1.00,43.24,11.07%,2.12%,8.95%,,,,
2009.11,1088.07,22.91,38.16,216.33,2009.87,3.40,1589.06,33.45," 806,350.51 ",55.73,,0.99,43.29,11.34%,2.03%,9.31%,,,,
2009.12,1110.38,22.41,50.97,215.95,2009.96,3.59,1624.50,32.79," 825,722.31 ",74.57,,0.99,42.81,11.36%,2.13%,9.23%,,,,
2010.01,1123.58,22.24,54.29,216.69,2010.04,3.73,1638.21,32.43," 834,066.16 ",79.16,,1.01,42.29,11.57%,2.32%,9.25%,,,,
2010.02,1089.16,22.07,57.61,216.74,2010.12,3.69,1587.63,32.17," 809,678.68 ",83.98,,1.00,42.55,11.88%,2.49%,9.40%,,,,
2010.03,1152.05,21.90,60.93,217.63,2010.21,3.73,1672.44,31.79," 854,279.73 ",88.45,,0.99,42.37,9.00%,3.16%,5.84%,,,,
2010.04,1197.32,21.95,62.99,218.01,2010.29,3.85,1735.14,31.80," 887,663.20 ",91.28,,1.04,42.01,9.12%,3.53%,5.58%,,,,
2010.05,1125.06,21.99,65.04,218.18,2010.37,3.42,1629.16,31.85," 834,803.08 ",94.19,,1.02,43.63,10.42%,3.14%,7.28%,,,,
2010.06,1083.36,22.04,67.10,217.97,2010.46,3.20,1570.31,31.95," 806,011.06 ",97.26,,1.02,44.61,11.45%,2.80%,8.65%,,,,
2010.07,1079.80,22.14,68.69,218.01,2010.54,3.01,1564.82,32.09," 804,565.52 ",99.54,,1.03,45.45,11.79%,2.67%,9.12%,,,,
2010.08,1087.28,22.25,70.27,218.31,2010.62,2.70,1573.49,32.19," 810,401.37 ",101.70,,1.01,46.72,12.32%,2.33%,9.99%,,,,
2010.09,1122.08,22.35,71.86,218.44,2010.71,2.65,1622.91,32.33," 837,240.62 ",103.93,,1.01,47.00,11.86%,2.23%,9.63%,,,,
2010.1,1171.58,22.48,73.69,218.71,2010.79,2.54,1692.39,32.47," 874,483.75 ",106.45,,0.98,47.50,11.56%,2.02%,9.55%,,,,
2010.11,1198.89,22.60,75.52,218.80,2010.87,2.76,1731.11,32.64," 895,897.41 ",109.05,,0.96,46.67,11.73%,2.13%,9.60%,,,,
2010.12,1241.53,22.73,77.35,219.18,2010.96,3.29,1789.61,32.76," 927,582.57 ",111.50,,0.99,44.61,11.80%,2.53%,9.27%,,,,
2011.01,1282.62,22.96,78.67,220.22,2011.04,3.39,1840.07,32.94," 955,162.14 ",112.86,,0.99,44.15,11.74%,2.46%,9.28%,,,,
2011.02,1321.12,23.20,79.99,221.31,2011.12,3.58,1886.00,33.12," 980,437.58 ",114.19,,1.02,43.36,11.66%,2.42%,9.23%,,,,
